"Yil
Year";"Il
Province";"Toplam
Total";Yas grubu Age group;;;;;;;;;;;;;;;
2015;Sivas;  23;0;  3;  6;  1;  2;0;0;  1;  2;  2;  2;  1;  1;  2;;
2015;Tekirdag;  41;0;  2;  6;  5;  2;  4;  3;  5;  5;  3;  1;  1;  1;  3;;
2015;Tokat;  20;0;  4;  1;  2;  2;  1;  1;  2;0;  1;  2;  2;0;  2;;
2015;Trabzon;  28;  2;  1;  3;  7;  2;  1;  3;  1;  4;  2;0;  1;  1;0;;
2015;Tunceli;  6;0;0;0;  2;  1;0;  1;0;0;0;  2;0;0;0;;
2015;Şanliurfa;  65;  2;  13;  17;  9;  6;  5;  2;  1;  2;  6;  2;0;0;0;;
2015;Uşak;  19;0;  2;  2;  1;  1;  4;  3;  2;  2;  1;0;0;  1;0;;
2015;Van;  52;  5;  16;  9;  6;  3;  4;  1;  1;  3;  1;  1;  1;0;  1;;
2015;Yozgat;  14;0;  2;  1;  2;  1;0;  2;  3;  2;  1;0;0;0;0;;
2015;Zonguldak;  29;0;  1;  1;  5;  4;  1;  1;  1;  4;  2;  3;  2;0;  4;;
2015;Aksaray;  11;  1;  3;  2;  2;0;  1;  1;  1;0;0;0;0;0;0;;
2015;Bayburt;  2;0;0;0;  2;0;0;0;0;0;0;0;0;0;0;;
2015;Karaman;  17;0;  1;0;  1;  2;  3;  3;  2;0;  1;  1;0;0;  3;;
2015;Kirikkale;  6;0;  1;0;  1;0;  1;0;  2;0;0;0;0;  1;0;;
2015;Batman;  30;  1;  6;  9;  3;  3;  3;0;  2;  3;0;0;0;0;0;;
2015;Şirnak;  21;0;  6;  7;  2;  1;  2;0;0;  2;0;0;0;0;  1;;
2015;Bartin ;  12;  1;  2;  1;0;  2;  1;  1;  1;0;  1;0;  1;0;  1;;
2015;Ardahan;  8;0;0;  2;  2;  1;  1;  2;0;0;0;0;0;0;0;;
2015;igdir;  4;0;0;  3;  1;0;0;0;0;0;0;0;0;0;0;;
2015;Yalova;  5;0;0;  2;  1;0;0;  2;0;0;0;0;0;0;0;;
2015;Karabuk;  10;  1;  1;  1;0;0;  1;  1;0;  3;0;0;0;  1;  1;;
2015;Kilis ;  2;0;0;0;  1;0;0;0;0;  1;0;0;0;0;0;;
2015;Osmaniye;  17;0;  2;  1;  4;  1;  1;  1;  1;  2;  1;0;  1;  1;  1;;
2015;Duzce;  12;0;  2;0;0;0;  1;  2;  1;  3;  1;0;  1;0;  1;;
2014;Turkiye; 3 169;  123;  371;  407;  312;  325;  263;  242;  232;  198;  171;  146;  103;  75;  168;;
2014;Adana;  121;  7;  15;  19;  7;  14;  16;  9;  10;  7;  7;  4;  1;  1;  3;;
2014;Adiyaman;  34;  1;  9;  10;  5;  2;  2;  1;  1;  1;  1;0;0;0;  1;;
2014;Afyonkarahisar;  30;0;  6;  6;  4;  3;0;  1;  4;  2;  1;  2;0;  1;0;;
2014;Agri;  18;  4;  5;  3;  2;  1;0;0;  1;0;0;  1;0;0;0;;
2014;Amasya;  13;0;0;  2;0;0;0;  1;  2;  2;0;  1;0;  1;  3;;
2014;Ankara;  219;  9;  21;  24;  23;  25;  19;  27;  13;  15;  13;  10;  7;  2;  9;;
2014;Antalya;  112;  4;  12;  8;  13;  20;  10;  6;  6;  8;  7;  6;  1;  5;  5;;
2014;Artvin;  8;0;  1;  1;  3;0;0;0;  1;  1;0;  1;0;0;0;;
2014;Aydin;  68;0;  4;  6;  8;  5;  7;  6;  7;  10;  5;  1;  4;  3;  2;;
2014;Balikesir;  63;  1;  4;  3;  5;  5;  10;  5;  9;  5;  5;  5;  1;  1;  4;;
2014;Bilecik;  14;0;0;0;  2;0;  1;  1;  1;0;  1;  3;  2;  2;  1;;
2014;Bingol;  26;  1;  6;  5;  2;  2;  1;  2;0;0;  1;  2;0;  2;  1;;
2014;Bitlis;  10;0;  3;  3;0;  1;0;  1;  1;  1;0;0;0;0;0;;
2014;Bolu;  14;  1;  1;  2;  2;  1;  1;  2;  1;  1;0;0;0;0;  2;;
2014;Burdur;  17;  1;  1;0;  1;0;  1;0;0;  2;  4;0;  1;  1;  5;;
2014;Bursa;  116;0;  9;  10;  7;  9;  8;  5;  14;  9;  11;  9;  8;  8;  7;;
2014;canakkale;  21;  1;  1;  2;  2;  5;0;  3;  1;0;  1;  1;  2;0;  2;;
2014;cankiri;  2;0;  1;0;0;0;  1;0;0;0;0;0;0;0;0;;
2014;corum;  19;0;  3;  5;  2;  1;0;0;  3;  1;  1;  1;  1;0;  1;;
2014;Denizli;  66;  2;  7;  7;  8;  4;  6;  7;  7;  3;  4;  8;  1;  2;0;;
2014;Diyarbakir;  66;  10;  13;  12;  4;  3;  3;  2;  7;  3;  2;  3;  2;0;  1;;
2014;Edirne;  33;0;0;  4;0;  5;  3;  4;  4;  2;  4;  1;  2;  1;  2;;
2014;Elazig;  27;  1;  3;  2;  2;  4;  2;  2;  2;  1;  2;  2;  2;0;  2;;
2014;Erzincan;  6;  1;  1;  2;  1;0;0;  1;0;0;0;0;0;0;0;;
2014;Erzurum;  27;  1;  5;  5;0;  3;  1;  2;  4;0;0;  1;  2;0;  2;;
2014;Eskişehir;  47;  1;  5;  7;  5;  5;  3;  2;  1;  4;  5;  3;  3;0;  3;;
2014;Gaziantep;  64;  2;  8;  12;  7;  10;  5;  5;  4;  5;  2;0;  1;0;  2;;
2014;Giresun;  15;0;  1;  2;  2;  5;  1;  3;0;0;0;  1;0;0;0;;
2014;Gumuşhane;  5;0;  2;0;0;0;  1;0;0;  1;  1;0;0;0;0;;
2014;Hakkari;  13;  1;  4;  2;  1;0;  3;  2;0;0;0;0;0;0;0;;
2014;Hatay;  42;  5;  7;  6;  6;  8;  1;  1;  1;  2;  2;  1;  1;0;  1;;
2014;isparta;  25;  1;  4;  2;  1;0;  4;0;  4;  1;  2;  2;  1;  1;  2;;
2014;Mersin;  115;  7;  6;  24;  7;  10;  6;  12;  8;  8;  10;  3;  5;0;  8;;
2014;İstanbul;  446;  11;  29;  45;  67;  59;  55;  47;  26;  27;  23;  13;  10;  8;  23;;
2014;İzmir;  213;  4;  10;  19;  20;  27;  20;  17;  21;  15;  13;  12;  10;  7;  18;;
2014;Kars;  14;0;  3;  4;  2;  1;  1;0;  1;  1;0;0;0;  1;0;;
2014;Kastamonu;  18;  1;  3;  1;0;0;  1;  2;  2;  1;0;  2;0;  1;  3;;
2014;Kayseri;  67;  2;  8;  9;  7;  6;  7;  4;  5;  4;  8;  3;  3;0;  1;;
2014;Kirklareli;  11;0;  1;0;  2;0;  2;  1;  1;0;0;  1;0;  1;  1;;
2014;Kirşehir;  17;0;  4;  2;  2;  1;0;0;  3;  2;0;  2;0;  1;0;;
2014;Kocaeli;  54;0;  3;  9;  7;  10;  2;  2;  4;  4;  1;  4;  2;0;  5;;
2014;Konya;  77;  3;  10;  13;  4;  9;  6;  6;  5;  4;  1;  7;  2;  1;  4;;
2014;Kutahya;  21;0;0;  3;  2;0;  2;  4;  1;  2;  2;0;  1;  3;0;;
2014;Malatya;  33;0;  5;  5;  4;  4;  2;  2;  1;  4;0;  2;0;0;  4;;
2014;Manisa;  47;0;  1;  3;  6;  7;  4;  4;  4;  2;  4;  5;  1;  3;  3;;
2014;Kahramanmaraş;  33;  3;  8;  2;  5;  3;  2;  2;0;  1;  1;0;  1;  1;  3;;
2014;Mardin;  19;0;  5;  6;  3;0;  2;  1;0;0;  1;0;0;0;  1;;
2014;Mugla;  37;  3;  3;  3;  5;  1;  1;  3;  3;  3;  3;  3;  2;  1;  2;;
2014;Muş;  22;  4;  8;  4;  1;0;  1;0;0;  1;0;0;  1;  1;0;;
2014;Nevşehir;  6;  1;0;0;  1;0;  1;  1;  1;0;0;0;0;0;  1;;
2014;Nigde;  19;0;  2;0;  3;  2;  2;  2;0;  2;0;  2;  2;0;  2;;
2014;Ordu;  31;  2;  5;  1;  1;  1;  1;0;  4;  1;  2;  5;  2;  3;  3;;
2014;Rize;  12;0;  4;  1;  1;  1;0;0;  2;  1;  2;0;0;0;0;;
2014;Sakarya;  14;0;0;  3;  1;  1;0;0;0;  2;  2;  1;  2;0;  1;;
2014;Samsun;  44;  2;  7;  6;  1;  5;  4;  3;  3;  4;  1;  2;  1;  4;  1;;
2014;Siirt;  18;  3;  5;  3;  2;0;  1;0;  2;0;0;0;  1;0;0;;
2014;Sinop;  16;  1;  1;0;0;  3;  1;  2;  1;  3;  2;0;  2;0;0;;
2014;Sivas;  26;  2;  3;  3;  2;  4;  1;0;  2;  4;  2;0;0;0;  3;;
2014;Tekirdag;  21;  1;  1;  2;  2;  3;  2;  2;  2;  1;  3;  1;0;0;  1;;
2014;Tokat;  25;0;  5;  2;  2;  5;  1;  1;0;  2;0;0;  1;  1;  4;;
2014;Trabzon;  38;  1;  7;  11;  1;  3;  2;  2;  5;  2;0;  1;  1;  1;0;;
2014;Tunceli;  10;  1;  1;  1;  1;  3;0;  1;0;0;0;0;  1;  1;0;;
2014;Şanliurfa;  58;  4;  14;  12;  9;  3;  3;  1;  5;  2;0;  1;  1;  2;0;;
2014;Uşak;  18;  2;  1;  2;0;  2;  3;  2;  1;  1;  1;0;  1;0;  2;;
2014;Van;  42;  5;  12;  6;  5;  1;  3;  3;  1;  2;0;0;  4;0;0;;
2014;Yozgat;  6;0;0;  3;0;  1;0;  2;0;0;0;0;0;0;0;;
2014;Zonguldak;  28;0;  3;0;  2;  2;  3;0;  3;  3;  1;  1;  1;  2;  6;;
2014;Aksaray;  5;0;  3;0;0;0;0;0;0;0;0;0;0;0;  2;;
2014;Bayburt;  1;0;0;0;0;0;0;0;  1;0;0;0;0;0;0;;
2014;Karaman;  11;  1;  2;  1;  1;  1;  2;  1;0;  1;0;0;0;0;  1;;
2014;Kirikkale;  15;  1;0;  4;0;0;  2;  3;  2;0;  1;0;  1;0;  1;;
2014;Batman;  20;0;  4;  10;  1;  1;  1;  1;  1;0;0;0;  1;0;0;;
2014;Şirnak;  21;0;  10;  4;  1;  1;  1;  1;  1;0;0;  1;0;0;0;;
2014;Bartin ;  2;0;0;0;  1;0;0;0;0;0;0;  1;0;0;0;;
2014;Ardahan;  6;0;  2;0;0;0;  2;0;0;  1;  1;0;0;0;0;;
2014;igdir;  6;  1;  3;0;  2;0;0;0;0;0;0;0;0;0;0;;
2014;Yalova;  3;0;0;  1;0;  1;0;0;0;0;0;0;0;0;  1;;
2014;Karabuk;  4;0;  1;0;0;0;  1;  1;0;0;  1;0;0;0;0;;
2014;Kilis ;  4;  1;  2;0;0;0;0;  1;0;0;0;0;0;0;0;;
2014;Osmaniye;  22;  1;  4;  4;  2;  1;  1;  2;0;0;  1;  4;0;  1;  1;;
2014;Duzce;  12;0;0;  3;  1;  1;  1;  2;  1;0;  2;0;0;0;  1;;
2013;Turkiye; 3 252;  85;  402;  414;  325;  313;  264;  251;  243;  230;  184;  141;  107;  81;  185;;
2013;Adana;  103;  1;  25;  21;  7;  7;  8;  8;  3;  10;  4;  4;0;  2;  2;;
2013;Adiyaman;  22;  1;  3;  4;  3;  1;  1;  2;  2;0;0;  1;  1;0;  2;;
2013;Afyonkarahisar;  40;  2;  5;  3;  4;  5;  4;  6;  4;  1;0;  1;0;  2;  3;;
2013;Agri;  25;  2;  9;  4;  5;0;  2;  2;  1;0;0;0;0;0;0;;
2013;Amasya;  12;0;  2;  2;0;  1;0;0;0;  1;  1;0;  1;0;  4;;
2013;Ankara;  196;  3;  13;  23;  19;  25;  18;  17;  17;  13;  16;  8;  4;  2;  12;;
2013;Antalya;  100;  2;  11;  7;  10;  12;  10;  7;  15;  1;  7;  5;  5;  3;  5;;
2013;Artvin;  5;0;0;0;0;  1;  1;  1;0;0;  1;0;0;0;  1;;
2013;Aydin;  62;  2;  4;  5;  6;  4;  5;  2;  7;  7;  3;  4;  4;  1;  8;;
2013;Balikesir;  58;  1;  3;  6;  4;  4;  9;  3;  3;  3;  5;  5;  3;  1;  8;;
2013;Bilecik;  10;0;0;  3;  1;0;0;0;  1;  1;  2;  1;0;  1;0;;
2013;Bingol;  20;  1;  5;  6;  4;  1;  1;0;0;  1;0;0;0;  1;0;;
2013;Bitlis;  11;  1;  3;  3;  2;  1;  1;0;0;0;0;0;0;0;0;;
2013;Bolu;  13;0;  1;  2;0;0;  1;  1;  2;  1;0;  1;  1;0;  3;;
2013;Burdur;  17;0;0;  2;  3;  1;  1;  2;  1;  2;0;  1;0;  1;  3;;
2013;Bursa;  110;  1;  14;  7;  8;  9;  9;  11;  11;  8;  4;  10;  10;  3;  5;;
2013;canakkale;  23;0;  1;  2;  2;  3;  2;  3;  2;  2;  3;  1;  1;  1;0;;
2013;cankiri;  8;0;0;0;  1;  1;  2;0;0;  1;  2;0;0;  1;0;;
2013;corum;  28;  1;  1;  3;  4;  3;  1;  1;  4;  3;  1;  3;  2;  1;0;;
2013;Denizli;  60;0;  6;  2;  9;  7;  6;  1;  6;  3;  6;  2;  3;  5;  4;;
2013;Diyarbakir;  81;  5;  24;  23;  8;  4;  6;  1;  3;  4;0;  1;  1;0;0;;
2013;Edirne;  14;0;0;  4;0;0;0;  1;  1;  3;0;  2;  2;0;  1;;
2013;Elazig;  42;  1;  4;  9;  2;  6;  5;  3;  5;  1;0;  1;  2;  1;  2;;
2013;Erzincan;  10;  1;0;0;  1;  1;  1;0;  1;  1;0;0;0;0;  3;;
2013;Erzurum;  25;0;  4;  3;  3;  2;  2;  2;  2;  1;  1;0;  2;  2;0;;
2013;Eskişehir;  50;  2;  2;  9;  5;  4;  8;  4;  2;  6;0;  3;  2;  1;  1;;
2013;Gaziantep;  77;  2;  18;  10;  6;  8;  9;  3;  4;  3;  8;  3;0;0;  2;;
2013;Giresun;  14;0;0;  2;  1;  1;  2;0;  2;  6;0;0;0;0;0;;
2013;Gumuşhane;  1;0;0;0;0;0;  1;0;0;0;0;0;0;0;0;;
2013;Hakkari;  16;  2;  1;  3;  3;  2;  1;0;  2;0;0;0;0;  1;0;;
2013;Hatay;  46;0;  6;  13;  4;  4;  1;  4;  3;  1;  1;  5;  3;0;  1;;
2013;isparta;  25;  1;  2;  1;  6;  3;  3;  1;  4;0;  3;0;0;0;  1;;
2013;Mersin;  64;  1;  8;  2;  7;  11;  3;  5;  8;  6;  3;  3;0;  2;  5;;
2013;İstanbul;  494;  6;  42;  57;  59;  59;  53;  42;  41;  39;  29;  19;  11;  10;  22;;
2013;İzmir;  212;  2;  21;  21;  18;  26;  13;  25;  11;  18;  16;  10;  6;  6;  16;;
2013;Kars;  18;  3;  2;  4;0;  2;  1;0;  2;0;  2;0;0;  1;0;;
2013;Kastamonu;  16;  1;  1;0;  2;  3;0;0;  1;  3;0;0;0;  1;  4;;
2013;Kayseri;  57;  1;  5;  4;  5;  6;  3;  8;  8;  4;  2;  3;  2;  1;  5;;
2013;Kirklareli;  20;0;  1;  2;  1;  1;  1;  2;  3;  3;  2;  1;  2;0;  1;;
2013;Kirşehir;  7;0;  1;0;0;  1;0;0;0;0;  1;  2;  1;0;  1;;
2013;Kocaeli;  62;  1;  3;  6;  11;  6;  1;  8;  7;  3;  6;  1;  2;  2;  5;;
2013;Konya;  81;  1;  15;  13;  11;  6;  4;  3;  3;  8;  6;  1;  4;  3;  3;;
2013;Kutahya;  32;  1;  3;0;  3;  1;  3;  2;  2;  4;  1;  6;  1;0;  4;;
2013;Malatya;  31;  3;  3;  4;  1;  2;  3;  2;  2;  3;  3;0;0;  2;  2;;
2013;Manisa;  62;  1;  9;  12;  4;  2;  3;  3;  3;  10;  3;  2;  5;  3;  2;;
2013;Kahramanmaraş;  32;  1;  5;  4;  6;  3;  3;  2;  2;  2;  1;  1;  1;0;  1;;
2013;Mardin;  38;  3;  8;  8;  10;  1;  3;  3;  1;  1;0;0;0;0;0;;
2013;Mugla;  54;0;  5;  10;  4;  2;  3;  4;  5;  2;  5;  4;  3;  2;  5;;
2013;Muş;  24;  4;  5;  6;  2;  2;  1;  1;  1;0;  1;0;0;0;  1;;
2013;Nevşehir;  12;0;  1;0;  1;  1;  2;  3;0;  2;  1;0;  1;0;0;;
2013;Nigde;  21;0;  2;  2;  2;  2;  2;  3;  1;  2;  1;  2;  1;  1;0;;
2013;Ordu;  26;  1;  3;  1;  1;  1;  1;  2;  4;  5;  2;0;  1;  2;  2;;
2013;Rize;  6;0;  1;0;0;  2;0;  1;  1;0;0;0;0;  1;0;;
2013;Sakarya;  30;  1;0;  3;  3;  2;  2;  2;  5;  3;  2;  4;0;0;  3;;
2013;Samsun;  49;  2;  3;  5;  4;  5;  5;  3;  7;0;  6;  1;  1;  2;  5;;
2013;Siirt;  13;  2;  4;  3;0;  1;  1;  1;0;  1;0;0;0;0;0;;
2013;Sinop;  11;0;  1;  3;0;  2;  1;  1;0;0;0;0;  1;0;  2;;
2013;Sivas;  28;  1;  7;  4;  1;  3;  2;  4;  1;  2;  1;0;0;  1;  1;;
2013;Tekirdag;  43;  1;  2;  2;  6;  6;  6;  6;  1;  4;  2;  3;  2;  1;  1;;
2013;Tokat;  14;0;  3;0;  1;0;  1;0;  1;0;0;  2;  2;  1;  3;;
2013;Trabzon;  34;  1;  5;  7;  1;  3;  2;  4;  2;  1;  1;  2;  2;  1;  2;;
2013;Tunceli;  5;0;0;  1;0;  1;  1;  1;0;  1;0;0;0;0;0;;
2013;Şanliurfa;  61;  4;  21;  9;  6;  6;  3;  4;  3;0;  1;  2;  1;0;  1;;
2013;Uşak;  11;0;  2;  1;0;  2;0;0;  2;  2;  1;0;0;0;  1;;
2013;Van;  47;  8;  8;  13;  1;  5;  6;  1;0;  2;  2;0;0;0;0;;
2013;Yozgat;  13;0;  4;0;0;  2;0;0;  1;  2;  1;  2;  1;0;0;;
2013;Zonguldak;  31;0;  2;  3;  3;  4;  2;  3;  2;  3;  3;  1;  2;  2;  1;;
2013;Aksaray;  15;0;  3;  2;  4;0;0;  1;  1;  2;  1;0;0;  1;0;;
2013;Bayburt;  2;0;  1;0;  1;0;0;0;0;0;0;0;0;0;0;;
2013;Karaman;  22;0;  5;  2;  3;  3;  2;  2;0;  3;0;0;0;  1;  1;;
2013;Kirikkale;  13;0;  2;  5;0;  1;  1;0;  1;0;0;0;0;  1;  2;;
2013;Batman;  17;0;  5;  2;  3;0;  1;  1;0;  1;  1;  1;0;0;  2;;
2013;Şirnak;  19;  1;  5;  2;  4;  1;  1;  1;0;  1;  1;  1;0;0;0;;
2013;Bartin ;  13;0;0;  1;0;0;  3;  3;0;0;  1;0;  2;  1;  2;;
2013;Ardahan;  9;  1;0;  2;  1;  1;0;0;0;0;  2;0;0;0;  2;;
2013;igdir;  7;0;  1;  2;  1;0;0;  1;0;  1;0;0;  1;0;0;;
2013;Yalova;  5;0;  1;  1;  1;0;0;  1;0;0;0;0;0;0;  1;;
2013;Karabuk;  10;0;  1;0;0;  1;0;  2;0;  1;  2;  1;0;0;  2;;
2013;Kilis ;  8;0;  3;  1;0;0;0;0;  1;0;  1;0;  1;  1;0;;
2013;Osmaniye;  19;  1;  2;  2;  1;  3;0;  3;  1;0;  1;  3;  2;0;0;;
2013;Duzce;  10;0;0;0;  1;0;0;  1;0;  1;  1;  1;  1;  1;  3;;
2012;Turkiye; 3 287;  106;  371;  417;  316;  335;  272;  252;  230;  239;  189;  140;  102;  90;  189;;
2012;Adana;  85;  3;  10;  13;  10;  10;  5;  7;  6;  5;  1;  3;0;  2;  8;;
2012;Adiyaman;  14;  1;  2;  1;  2;  2;  2;0;0;  1;  1;  1;0;0;  1;;
2012;Afyonkarahisar;  28;0;  5;0;  3;0;  5;  3;  2;  4;  1;  3;0;0;  1;;
2012;Agri;  20;  3;  9;  3;0;  3;0;0;0;0;  1;0;0;0;0;;
2012;Amasya;  9;  1;  2;  1;  1;0;  1;0;0;0;0;0;  3;0;0;;
2012;Ankara;  220;  2;  12;  34;  24;  26;  21;  22;  18;  15;  8;  9;  9;  7;  8;;
2012;Antalya;  102;  1;  10;  8;  14;  12;  10;  7;  8;  6;  2;  8;  3;  3;  5;;
2012;Artvin;  7;0;0;  1;0;  1;  2;0;0;  1;0;0;0;0;  2;;
2012;Aydin;  73;  1;  7;  3;  6;  7;  5;  6;  6;  6;  6;  4;  4;  1;  11;;
2012;Balikesir;  53;0;  3;  5;  3;  6;  4;  3;  1;  11;  5;  4;  2;  2;  3;;
2012;Bilecik;  11;0;  2;  1;  2;  1;  1;0;0;  1;  1;0;0;0;  2;;
2012;Bingol;  17;  1;  4;  6;  2;0;  1;0;0;0;  1;  1;0;0;0;;
2012;Bitlis;  13;  1;  4;  5;  1;0;  1;0;0;0;0;0;0;0;  1;;
2012;Bolu;  9;0;0;0;  2;  2;0;0;  1;  1;  1;0;0;0;  2;;
2012;Burdur;  13;0;0;  1;  1;  1;  1;0;  1;  1;0;  4;0;  1;  2;;
2012;Bursa;  135;  2;  6;  13;  12;  12;  6;  14;  15;  24;  9;  7;  4;  3;  7;;
2012;canakkale;  29;0;  2;  4;  1;  6;  3;  2;  2;  3;  1;  1;0;0;  4;;
2012;cankiri;  5;0;  1;0;0;0;0;  1;  1;  1;  1;0;0;0;0;;
2012;corum;  34;0;  6;  2;  5;  2;  2;  3;  5;0;0;  1;0;  4;  3;;
2012;Denizli;  59;  2;  5;  6;  3;  3;  7;  4;  9;  6;  5;  2;  2;  3;  2;;
2012;Diyarbakir;  74;  4;  23;  17;  7;  5;  4;  5;  2;  2;  2;  1;  1;  1;0;;
2012;Edirne;  28;  1;  1;0;  1;0;  4;  3;  4;  4;  4;  2;  1;  2;  1;;
2012;Elazig;  34;  1;  3;  2;  3;  3;  4;  6;  1;  2;  2;  3;  1;  1;  2;;
2012;Erzincan;  12;0;  3;  2;0;0;0;0;  3;0;  1;  1;  2;0;0;;
2012;Erzurum;  21;  2;  1;  5;  3;  4;0;0;  1;  1;  1;  1;  1;  1;0;;
2012;Eskişehir;  49;  2;  1;  4;  7;  6;  3;  4;  3;  4;  4;  3;  2;  2;  4;;
2012;Gaziantep;  55;  1;  8;  11;  10;  3;  7;  2;  2;  6;  1;  1;  1;0;  2;;
2012;Giresun;  12;0;  1;  2;0;  3;  1;  2;0;  1;0;0;0;  1;  1;;
2012;Gumuşhane;  3;0;0;  1;0;0;0;0;0;0;0;  1;0;0;  1;;
2012;Hakkari;  10;0;  3;  3;0;  1;  2;0;0;0;0;0;0;0;0;;
2012;Hatay;  44;  5;  8;  9;0;  1;  8;  1;  5;  1;  2;  1;0;  2;  1;;
2012;isparta;  27;0;0;  3;  2;  2;  2;  5;  3;  5;0;  4;0;0;  1;;
2012;Mersin;  90;  5;  16;  6;  5;  7;  10;  6;  5;  7;  7;  1;  5;  5;  4;;
2012;İstanbul;  542;  6;  49;  68;  73;  71;  55;  48;  40;  27;  23;  29;  13;  8;  29;;
2012;İzmir;  217;  2;  6;  20;  16;  23;  16;  22;  21;  27;  22;  6;  11;  6;  18;;
2012;Kars;  15;  1;0;  3;  1;  1;  1;0;  1;  3;0;  2;  1;  1;0;;
2012;Kastamonu;  29;0;  3;  1;  2;  3;  1;  2;  2;  1;  2;  2;  2;  3;  5;;
2012;Kayseri;  72;  2;  8;  7;  9;  6;  11;  7;  2;  2;  5;  2;  5;  1;  4;;
2012;Kirklareli;  20;  1;  1;  1;  2;0;  2;  2;0;  2;  5;  1;  1;  1;  1;;
2012;Kirşehir;  7;0;  2;  3;0;0;0;  1;0;0;0;0;0;  1;0;;
2012;Kocaeli;  55;0;  6;  7;  2;  5;  5;  4;  4;  8;  6;  4;  1;0;  3;;
2012;Konya;  80;  4;  9;  11;  8;  12;  6;  2;  7;  4;  3;  6;  2;  1;  5;;
2012;Kutahya;  25;0;  1;  1;  5;  3;  2;  1;  1;  3;  3;  2;  1;  1;  1;;
2012;Malatya;  35;  1;  5;  4;  4;  2;  4;  3;  4;  1;  1;0;  3;  2;  1;;
2012;Manisa;  48;0;  3;  6;  3;  7;  5;  6;  2;  2;  1;  1;  2;  6;  4;;
2012;Kahramanmaraş;  54;  6;  6;  4;  1;  9;  4;  7;  3;  2;  5;0;  3;  1;  2;;
2012;Mardin;  34;  7;  9;  7;  1;  2;  2;0;  1;0;  1;0;  2;  1;0;;
2012;Mugla;  52;0;  5;  6;  2;  5;  4;  5;  6;  6;  4;  4;0;0;  4;;
2012;Muş;  30;  4;  7;  7;  2;  3;  2;  1;  2;0;  1;  1;0;0;0;;
2012;Nevşehir;  11;0;  1;  1;  2;  1;0;0;0;  1;  1;0;0;0;  2;;
2012;Nigde;  14;0;  5;0;  2;  1;  1;0;0;  1;  1;0;0;0;  1;;
2012;Ordu;  22;  2;  2;  4;  1;  1;  1;  5;0;0;0;0;0;  3;  2;;
2012;Rize;  13;0;  3;0;  1;  3;  1;0;0;  1;  3;0;0;  1;0;;
2012;Sakarya;  24;0;  2;  1;  3;  3;  1;0;  2;  4;  4;  1;  1;0;  2;;
2012;Samsun;  34;0;  5;  1;  1;  7;  3;  3;  4;  3;  2;  2;  2;0;  1;;
2012;Siirt;  18;  5;  4;  2;  2;0;0;  1;  2;0;0;0;0;0;0;;
2012;Sinop;  8;  1;0;  2;0;  1;0;  1;0;0;0;  1;  1;0;  1;;
2012;Sivas;  23;  1;  2;  5;  2;  3;0;  2;0;0;  1;0;0;  1;  6;;
2012;Tekirdag;  35;0;  2;  2;  1;  4;0;  4;  2;  1;  7;  4;  2;  1;  5;;
2012;Tokat;  29;  2;  3;  7;  2;  1;  2;  4;  1;  2;  2;0;0;  1;  1;;
2012;Trabzon;  21;  2;  4;  1;  8;  1;  2;0;0;  1;0;0;  2;0;0;;
2012;Tunceli;  3;0;0;0;0;0;  1;0;0;  1;0;0;0;0;  1;;
2012;Şanliurfa;  70;  6;  19;  18;  6;  4;  3;  3;  3;  3;  2;0;  2;  1;0;;
2012;Uşak;  30;  3;  5;  4;0;  4;  2;0;0;  4;  2;0;  2;  2;  1;;
2012;Van;  27;  5;  8;  7;  2;  2;0;  1;0;0;  1;0;  1;0;0;;
2012;Yozgat;  21;  2;  2;  2;  3;  3;  1;0;  3;0;  2;0;0;0;  3;;
2012;Zonguldak;  30;0;  4;  3;  2;  3;  5;  2;  3;  1;  1;0;  1;  3;  2;;
2012;Aksaray;  12;0;  2;  1;  2;  1;  1;  2;0;0;  1;  1;0;0;  1;;
2012;Bayburt;  4;0;0;0;  1;  2;0;0;  1;0;0;0;0;0;0;;
2012;Karaman;  6;0;  1;  1;  2;0;0;  1;0;0;0;0;0;0;0;;
2012;Kirikkale;  9;0;  1;  2;  1;  1;0;0;  1;  1;0;  2;0;0;0;;
2012;Batman;  9;  1;  3;  2;0;0;  1;  1;  1;0;0;0;0;0;0;;
2012;Şirnak;  20;  1;  5;  8;  4;  2;0;0;0;0;0;0;0;0;0;;
2012;Bartin ;  3;0;0;0;0;  2;0;0;0;  1;0;0;0;0;0;;
2012;Ardahan;  9;  1;  3;  2;0;  1;  1;0;0;  1;0;0;0;0;0;;
2012;igdir;  14;0;  3;  9;  1;0;0;0;0;  1;0;0;0;0;0;;
2012;Yalova;  12;0;0;  1;  1;  1;0;  1;  1;  3;  2;  1;0;  1;0;;
2012;Karabuk;  14;0;0;  1;0;  1;  2;0;  3;0;  2;0;0;  1;  4;;
2012;Kilis ;  4;  1;0;0;0;0;  1;0;  1;0;  1;0;0;0;0;;
2012;Osmaniye;  20;0;  4;0;  5;  1;0;  3;  1;  1;  3;  1;0;  1;0;;
2012;Duzce;  8;0;0;  2;0;0;  1;  1;  1;  1;  1;0;0;0;0;;
2011;Turkiye; 2 677;  103;  354;  266;  280;  276;  202;  231;  202;  190;  153;  93;  74;  78;  157;;
2011;Adana;  84;  2;  12;  5;  5;  9;  8;  10;  10;  3;  8;  4;  1;  1;  6;;
